Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
-1.768952191898817,0.35698603541204615,-0.2650119168888004,-0.2842441584526441,0.6145199911725122,-0.5236765387776686,0.7841925247324009,0.7045060242203963,1.1839114708653873,0.6394273995791221,0.0,-1.1034338975254088,-0.6974816019844657,-0.9019319041940351,1.314746509146291,0.0,0.7253742560858412,1.1577814629549108,0.0,0.78736237321028,1.2660188538555643,0.29473673011005336,0.0,1.2916574073921905,-0.9442633213938101,0.771905701341469,0.27371136260275736,0.38300233671858397,-0.9238364787790887,0.4394083974094711,0.0,0.0,0.0,0.0,0.0,-1.6339285953653753,0.1617636386684627,0.5355555350021192,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
-1.7641786982507361,0.35698603541204615,-0.037098940501160325,0.7449244862444125,0.6145199911725122,-0.5236765387776686,0.7042958288706946,0.6534309421573011,0.8568041742012684,0.10100569692103822,0.0,-0.4343702746474986,-0.4819472774190462,-0.6805934363173092,1.3436678082933526,0.0,0.918997666338922,1.1577814629549108,0.0,0.78736237321028,1.2660188538555643,0.29473673011005336,0.0,-0.23584402767670568,0.7858507247126115,0.681054887681205,0.27371136260275736,0.7047866922199938,-0.9238364787790887,0.01750138690462331,0.0,0.0,0.0,0.0,0.0,1.006223743353895,0.1617636386684627,0.8072056414441958,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
-1.7594052046026554,0.35698603541204615,1.1784369335662532,1.8512807792937485,1.4199026619562514,-0.5236765387776686,0.6643474809398416,0.5512807780311108,2.665515108696985,0.5146114594174753,0.0,-0.3024422363335445,0.27579058238125687,0.09754961481180541,1.7943580533350623,0.0,1.968640364026676,1.1577814629549108,0.0,0.78736237321028,1.2660188538555643,1.8148141252146797,0.0,2.0554081249266387,0.7858507247126115,0.6356294808510731,1.768390077992325,1.9275672431253512,1.0352515501426232,0.9501379364416551,0.0,0.0,0.0,0.0,0.0,2.1377176028050107,0.1617636386684627,1.2871208294918646,RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
-1.7546317109545746,-0.917637180770708,0.4946980044033331,0.3163492577741382,1.4199026619562514,-0.5236765387776686,0.8241408726632539,0.8066561883465867,1.0877034424347642,2.262034621680529,0.0,-0.7100056404105813,2.097729169723319,1.9962186595668452,-0.7434859468195917,0.0,0.6846114328746663,1.1577814629549108,0.0,0.78736237321028,-0.7898776522597399,0.29473673011005336,0.0,0.5279066898577424,0.7858507247126115,0.8173311081716009,0.27371136260275736,0.8549527247873184,1.6780773096325599,0.35058586888213467,0.0,0.0,0.0,0.0,0.0,0.6290591235368562,-0.5953989389645461,2.3193912339717557,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
-1.7450847236584133,-0.917637180770708,0.11484304375726637,0.7265464747319651,-0.9962453503949662,-0.5236765387776686,-0.7338446966400156,-1.2363470941772203,-0.7017658863748277,1.1289016747228346,0.0,-1.141127622757967,-0.07782041885888455,-0.2655838090484481,-0.7434859468195917,0.0,-0.9815689658821083,1.1577814629549108,0.0,-1.215198548607647,-0.7898776522597399,0.29473673011005336,0.0,-0.9995947452111538,-0.9442633213938101,-0.9542597582035455,-1.2209673527868101,-0.49654156831860297,-0.9238364787790887,-0.9151351626324086,0.0,0.0,0.0,0.0,0.0,-1.6339285953653753,0.1617636386684627,-0.895135025592818,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
-1.7379244831862921,-0.917637180770708,1.7102338784707467,0.5251234685555412,0.6145199911725122,-0.5236765387776686,0.90403756852496,0.908806352472777,2.242199783602243,-1.0884167916781833,0.0,2.06283902200949,1.4511261960270603,1.3045359474520766,-0.7434859468195917,0.0,0.17507614273497984,-0.8512038170011182,0.0,0.78736237321028,-0.7898776522597399,0.29473673011005336,0.0,0.5279066898577424,0.7858507247126115,0.9081819218318647,1.768390077992325,1.9490195334921119,0.7087368786556713,-0.1823493022818835,0.0,0.0,0.0,0.0,0.0,0.6290591235368562,-0.5953989389645461,1.8213660388279487,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
-1.7259907490660902,-0.917637180770708,-0.18904092475958703,1.6436092492030923,-0.9962453503949662,-0.5236765387776686,0.8241408726632539,0.7555811062834915,-0.7017658863748277,0.49258511703600827,0.0,-0.3542711085283122,0.1713911439198818,-0.009661205565983723,-0.7434859468195917,0.0,-0.7930409085304243,1.1577814629549108,0.0,-1.215198548607647,1.2660188538555643,0.29473673011005336,0.0,-0.23584402767670568,-0.9442633213938101,0.8173311081716009,0.27371136260275736,0.5331683692859086,-0.9238364787790887,1.3498393148146688,0.0,0.0,0.0,0.0,0.0,-0.1252701160972209,0.1617636386684627,-0.3608898162567339,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
-1.7236040022420498,-0.917637180770708,0.11484304375726637,-0.6113727633742085,-0.9962453503949662,0.892283811218261,-1.013483132155987,-1.2363470941772203,-0.7017658863748277,0.14505838168397236,0.0,-0.2199872123873232,-0.11486538089356603,0.7684818455631309,-0.7434859468195917,0.0,-0.2198137071232771,-0.8512038170011182,0.0,-1.215198548607647,-0.7898776522597399,0.29473673011005336,0.0,-0.23584402767670568,-0.9442633213938101,-1.2722376060144691,-1.2209673527868101,-0.9792181015707178,-0.9238364787790887,-0.9151351626324086,0.0,0.0,0.0,0.0,0.0,-0.5024347359142595,0.9189262163014714,-0.7230899581795027,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,Gd,Attchd,Unf,TA,TA,Y,COD,Abnorml
-1.7212172554180094,0.35698603541204615,2.46994379976288,1.8347405689325458,1.4199026619562514,-0.5236765387776686,0.864089220594107,0.8577312704096818,2.954139193988855,-1.0884167916781833,0.0,1.2712707921257653,0.31957099205860773,0.14250899109926535,2.192025916607159,0.0,2.422126772250997,-0.8512038170011182,0.0,2.789923295028207,1.2660188538555643,1.8148141252146797,0.0,2.0554081249266387,0.7858507247126115,0.8627565150017329,1.768390077992325,2.0187394771840843,1.5250235573730513,2.5045321856700413,0.0,0.0,0.0,0.0,0.0,1.760552982987972,-1.3525615165975549,2.6508043638310896,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,New,Partial
-1.7140570149458885,2.268920859686177,-1.8604027516022807,-1.8375536914847017,-0.9962453503949662,2.3082441612141906,-0.2944128694006319,-0.6745211914831735,-0.7017658863748277,0.9673751639254095,0.0,-0.985641006173664,-0.07782041885888455,-0.19641553783697124,-0.7434859468195917,0.0,-0.9306154368681396,1.1577814629549108,0.0,-1.215198548607647,-0.7898776522597399,0.29473673011005336,0.0,-0.23584402767670568,0.7858507247126115,-0.4545802830720939,0.27371136260275736,0.5117160789191479,0.09652186961763629,1.5274843718693414,0.0,0.0,0.0,0.0,0.0,-0.1252701160972209,-0.5953989389645461,-0.8878910227543626,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal
